"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-GameTitleComparatorEqual-record1Value","0-GameTitleComparatorEqual-record2Value","0-GameTitleComparatorEqual-record1PreprocessedValue","0-GameTitleComparatorEqual-record2PreprocessedValue","0-GameTitleComparatorEqual-similarity","0-GameTitleComparatorEqual-postproccesedSimilarity","1-GameTitleComparatorJaccard-record1Value","1-GameTitleComparatorJaccard-record2Value","1-GameTitleComparatorJaccard-record1PreprocessedValue","1-GameTitleComparatorJaccard-record2PreprocessedValue","1-GameTitleComparatorJaccard-similarity","1-GameTitleComparatorJaccard-postproccesedSimilarity","2-GameTitleComparatorLevenshtein-record1Value","2-GameTitleComparatorLevenshtein-record2Value","2-GameTitleComparatorLevenshtein-record1PreprocessedValue","2-GameTitleComparatorLevenshtein-record2PreprocessedValue","2-GameTitleComparatorLevenshtein-similarity","2-GameTitleComparatorLevenshtein-postproccesedSimilarity","3-GamePlatformComparatorEqual-record1Value","3-GamePlatformComparatorEqual-record2Value","3-GamePlatformComparatorEqual-record1PreprocessedValue","3-GamePlatformComparatorEqual-record2PreprocessedValue","3-GamePlatformComparatorEqual-similarity","3-GamePlatformComparatorEqual-postproccesedSimilarity","4-GamePlatformComparatorJaccard-record1Value","4-GamePlatformComparatorJaccard-record2Value","4-GamePlatformComparatorJaccard-record1PreprocessedValue","4-GamePlatformComparatorJaccard-record2PreprocessedValue","4-GamePlatformComparatorJaccard-similarity","4-GamePlatformComparatorJaccard-postproccesedSimilarity","5-GamePlatformComparatorLevenshtein-record1Value","5-GamePlatformComparatorLevenshtein-record2Value","5-GamePlatformComparatorLevenshtein-record1PreprocessedValue","5-GamePlatformComparatorLevenshtein-record2PreprocessedValue","5-GamePlatformComparatorLevenshtein-similarity","5-GamePlatformComparatorLevenshtein-postproccesedSimilarity","6-GameReleaseDateComparator2Years-record1Value","6-GameReleaseDateComparator2Years-record2Value","6-GameReleaseDateComparator2Years-record1PreprocessedValue","6-GameReleaseDateComparator2Years-record2PreprocessedValue","6-GameReleaseDateComparator2Years-similarity","6-GameReleaseDateComparator2Years-postproccesedSimilarity","7-PublisherNameComparatorEqual-record1Value","7-PublisherNameComparatorEqual-record2Value","7-PublisherNameComparatorEqual-record1PreprocessedValue","7-PublisherNameComparatorEqual-record2PreprocessedValue","7-PublisherNameComparatorEqual-similarity","7-PublisherNameComparatorEqual-postproccesedSimilarity","8-PublisherNameComparatorJaccard-record1Value","8-PublisherNameComparatorJaccard-record2Value","8-PublisherNameComparatorJaccard-record1PreprocessedValue","8-PublisherNameComparatorJaccard-record2PreprocessedValue","8-PublisherNameComparatorJaccard-similarity","8-PublisherNameComparatorJaccard-postproccesedSimilarity","9-PublisherNameComparatorLevenshtein-record1Value","9-PublisherNameComparatorLevenshtein-record2Value","9-PublisherNameComparatorLevenshtein-record1PreprocessedValue","9-PublisherNameComparatorLevenshtein-record2PreprocessedValue","9-PublisherNameComparatorLevenshtein-similarity","9-PublisherNameComparatorLevenshtein-postproccesedSimilarity"
"WekaMatchingRule","jpntop_128","vga_games_json4855",,,"Dissidia: Final Fantasy","All-Star Baseball 2004","Dissidia: Final Fantasy","All-Star Baseball 2004","0.0","0.0","Dissidia: Final Fantasy","All-Star Baseball 2004","Dissidia: Final Fantasy","All-Star Baseball 2004","0.0","0.0","Dissidia: Final Fantasy","All-Star Baseball 2004","Dissidia: Final Fantasy","All-Star Baseball 2004","0.08695652173913049","0.08695652173913049","PSP","PS2","PSP","PS2","0.0","0.0","PSP","PS2","PSP","PS2","0.0","0.0","PSP","PS2","PSP","PS2","0.6666666666666667","0.6666666666666667","2008-12-18T00:00","2003-03-01T00:00","2008-12-18T00:00","2003-03-01T00:00","0.0","0.0","Square Enix","Acclaim Entertainment","Square Enix","Acclaim Entertainment","0.0","0.0","Square Enix","Acclaim Entertainment","Square Enix","Acclaim Entertainment","0.0","0.0","Square Enix","Acclaim Entertainment","Square Enix","Acclaim Entertainment","0.23809523809523814","0.23809523809523814"
"WekaMatchingRule","jpntop_18","vga_games_json9478",,,"Tomodachi Collection","Tennis no Oji-Sama: Aim at The Victory!","Tomodachi Collection","Tennis no Oji-Sama: Aim at The Victory!","0.0","0.0","Tomodachi Collection","Tennis no Oji-Sama: Aim at The Victory!","Tomodachi Collection","Tennis no Oji-Sama: Aim at The Victory!","0.0","0.0","Tomodachi Collection","Tennis no Oji-Sama: Aim at The Victory!","Tomodachi Collection","Tennis no Oji-Sama: Aim at The Victory!","0.23076923076923073","0.23076923076923073","NDS","GBA","NDS","GBA","0.0","0.0","NDS","GBA","NDS","GBA","0.0","0.0","NDS","GBA","NDS","GBA","0.0","0.0","2009-06-18T00:00","2002-12-12T00:00","2009-06-18T00:00","2002-12-12T00:00","0.0","0.0","Nintendo","Konami","Nintendo","Konami","0.0","0.0","Nintendo","Konami","Nintendo","Konami","0.0","0.0","Nintendo","Konami","Nintendo","Konami","0.125","0.125"
"WekaMatchingRule","jpntop_209","vga_games_json4228",,,"Kirby: Star Allies","Picross 3D","Kirby: Star Allies","Picross 3D","0.0","0.0","Kirby: Star Allies","Picross 3D","Kirby: Star Allies","Picross 3D","0.0","0.0","Kirby: Star Allies","Picross 3D","Kirby: Star Allies","Picross 3D","0.16666666666666663","0.16666666666666663","NSW","DS","NSW","DS","0.0","0.0","NSW","DS","NSW","DS","0.0","0.0","NSW","DS","NSW","DS","0.33333333333333337","0.33333333333333337","2018-03-16T00:00","2010-05-03T00:00","2018-03-16T00:00","2010-05-03T00:00","0.0","0.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0"
"WekaMatchingRule","jpntop_107","vga_games_json9768",,,"Samurai Warriors","Hyperdimension Neptunia","Samurai Warriors","Hyperdimension Neptunia","0.0","0.0","Samurai Warriors","Hyperdimension Neptunia","Samurai Warriors","Hyperdimension Neptunia","0.0","0.0","Samurai Warriors","Hyperdimension Neptunia","Samurai Warriors","Hyperdimension Neptunia","0.13043478260869568","0.13043478260869568","WII","X360","WII","X360","0.0","0.0","WII","X360","WII","X360","0.0","0.0","WII","X360","WII","X360","0.0","0.0","2009-01-08T00:00","2009-03-13T00:00","2009-01-08T00:00","2009-03-13T00:00","1.0","1.0","Capcom","Capcom","Capcom","Capcom","1.0","1.0","Capcom","Capcom","Capcom","Capcom","1.0","1.0","Capcom","Capcom","Capcom","Capcom","1.0","1.0"
"WekaMatchingRule","jpntop_140","vga_games_json1479",,,"Super Smash Bros. for Wii U","Fight Night Round 4","Super Smash Bros. for Wii U","Fight Night Round 4","0.0","0.0","Super Smash Bros. for Wii U","Fight Night Round 4","Super Smash Bros. for Wii U","Fight Night Round 4","0.0","0.0","Super Smash Bros. for Wii U","Fight Night Round 4","Super Smash Bros. for Wii U","Fight Night Round 4","0.18518518518518523","0.18518518518518523","WIU","X360","WIU","X360","0.0","0.0","WIU","X360","WIU","X360","0.0","0.0","WIU","X360","WIU","X360","0.0","0.0","2014-06-12T00:00","2009-06-23T00:00","2014-06-12T00:00","2009-06-23T00:00","0.0","0.0","Nintendo","EA Sports","Nintendo","EA Sports","0.0","0.0","Nintendo","EA Sports","Nintendo","EA Sports","0.0","0.0","Nintendo","EA Sports","Nintendo","EA Sports","0.0","0.0"
"WekaMatchingRule","jpntop_101","vga_games_json629",,,"Dragon Quest IV: Chapters of the Chosen","Medal of Honor","Dragon Quest IV: Chapters of the Chosen","Medal of Honor","0.0","0.0","Dragon Quest IV: Chapters of the Chosen","Medal of Honor","Dragon Quest IV: Chapters of the Chosen","Medal of Honor","0.1111111111111111","0.1111111111111111","Dragon Quest IV: Chapters of the Chosen","Medal of Honor","Dragon Quest IV: Chapters of the Chosen","Medal of Honor","0.20512820512820518","0.20512820512820518","PS1","X360","PS1","X360","0.0","0.0","PS1","X360","PS1","X360","0.0","0.0","PS1","X360","PS1","X360","0.0","0.0","2001-11-22T00:00","2010-10-12T00:00","2001-11-22T00:00","2010-10-12T00:00","0.0","0.0","Enix","Electronic Arts","Enix","Electronic Arts","0.0","0.0","Enix","Electronic Arts","Enix","Electronic Arts","0.0","0.0","Enix","Electronic Arts","Enix","Electronic Arts","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","jpntop_1","vga_games_json1219",,,"Pokemon Gold / Silver","The Order: 1886","Pokemon Gold / Silver","The Order: 1886","0.0","0.0","Super Mario Galaxy 2","TouchMaster 3","Super Mario Galaxy 2","TouchMaster 3","0.0","0.0","Super Mario Galaxy 2","TouchMaster 3","Super Mario Galaxy 2","TouchMaster 3","0.15000000000000002","0.15000000000000002","GMB","PS4","GMB","PS4","0.0","0.0","WII","DS","WII","DS","0.0","0.0","GMB","PS4","GMB","PS4","0.0","0.0","1999-11-21T00:00","2015-02-20T00:00","1999-11-21T00:00","2015-02-20T00:00","0.0","0.0","Nintendo","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","0.0","0.0","Nintendo","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","0.0","0.0","Nintendo","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","0.18518518518518523","0.18518518518518523"
"WekaMatchingRule","jpntop_169","vga_games_json5010",,,"Pokemon Mystery Dungeon: Red Rescue Team","MLB 2006","Pokemon Mystery Dungeon: Red Rescue Team","MLB 2006","0.0","0.0","Pokemon Mystery Dungeon: Red Rescue Team","MLB 2006","Pokemon Mystery Dungeon: Red Rescue Team","MLB 2006","0.0","0.0","Jump! Ultimate Stars","Mortal Kombat: Deadly Alliance","Jump! Ultimate Stars","Mortal Kombat: Deadly Alliance","0.19999999999999996","0.19999999999999996","NDS","GC","NDS","GC","0.0","0.0","NDS","GC","NDS","GC","0.0","0.0","NDS","GC","NDS","GC","0.0","0.0","2006-11-23T00:00","2002-11-17T00:00","2006-11-23T00:00","2002-11-17T00:00","0.0","0.0","Nintendo","Midway Games","Nintendo","Midway Games","0.0","0.0","Nintendo","Midway Games","Nintendo","Midway Games","0.0","0.0","Pokemon Co.","Sony Computer Entertainment","Pokemon Co.","Sony Computer Entertainment","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","jpntop_153","vga_games_json9065",,,"Dragon Quest Monsters 2: Iru to Ruka no Fushigi na Fushigi na Kagi","Pro Evolution Soccer 2019","Dragon Quest Monsters 2: Iru to Ruka no Fushigi na Fushigi na Kagi","Pro Evolution Soccer 2019","0.0","0.0","Final Fantasy XIII-2","Transformers: Fall of Cybertron","Final Fantasy XIII-2","Transformers: Fall of Cybertron","0.0","0.0","Dragon Quest Monsters 2: Iru to Ruka no Fushigi na Fushigi na Kagi","Pro Evolution Soccer 2019","Dragon Quest Monsters 2: Iru to Ruka no Fushigi na Fushigi na Kagi","Pro Evolution Soccer 2019","0.18181818181818177","0.18181818181818177","3DS","PS4","3DS","PS4","0.0","0.0","3DS","PS4","3DS","PS4","0.0","0.0","3DS","PS4","3DS","PS4","0.0","0.0","2014-06-02T00:00","2018-08-28T00:00","2014-06-02T00:00","2018-08-28T00:00","0.0","0.0","Square Enix","Konami","Square Enix","Konami","0.0","0.0","Square Enix","Konami","Square Enix","Konami","0.0","0.0","Square Enix","Konami","Square Enix","Konami","0.18181818181818177","0.18181818181818177"
"WekaMatchingRule","jpntop_229","vga_games_json4584",,,"Phantasy Star Portable 2","Lego Batman 3: Beyond Gotham","Phantasy Star Portable 2","Lego Batman 3: Beyond Gotham","0.0","0.0","Phantasy Star Portable 2","Lego Batman 3: Beyond Gotham","Phantasy Star Portable 2","Lego Batman 3: Beyond Gotham","0.0","0.0","Kirby: Star Allies","Football Manager 2015","Kirby: Star Allies","Football Manager 2015","0.1428571428571429","0.1428571428571429","NSW","PC","NSW","PC","0.0","0.0","NSW","PC","NSW","PC","0.0","0.0","NSW","PC","NSW","PC","0.0","0.0","2018-03-16T00:00","2014-11-07T00:00","2018-03-16T00:00","2014-11-07T00:00","0.0","0.0","Nintendo","Sega","Nintendo","Sega","0.0","0.0","Nintendo","Sega","Nintendo","Sega","0.0","0.0","Sega","Warner Bros. Interactive Entertainment","Sega","Warner Bros. Interactive Entertainment","0.07894736842105265","0.07894736842105265"
"WekaMatchingRule","jpntop_130","vga_games_json5269",,,"Mega Man Battle Network 4: Blue Moon / Red Sun","Raving Rabbids: Travel in Time 3D","Mega Man Battle Network 4: Blue Moon / Red Sun","Raving Rabbids: Travel in Time 3D","0.0","0.0","Mega Man Battle Network 4: Blue Moon / Red Sun","Raving Rabbids: Travel in Time 3D","Mega Man Battle Network 4: Blue Moon / Red Sun","Raving Rabbids: Travel in Time 3D","0.0","0.0","Mega Man Battle Network 4: Blue Moon / Red Sun","Raving Rabbids: Travel in Time 3D","Mega Man Battle Network 4: Blue Moon / Red Sun","Raving Rabbids: Travel in Time 3D","0.23913043478260865","0.23913043478260865","GBA","3DS","GBA","3DS","0.0","0.0","GBA","3DS","GBA","3DS","0.0","0.0","GBA","3DS","GBA","3DS","0.0","0.0","2003-12-12T00:00","2011-04-10T00:00","2003-12-12T00:00","2011-04-10T00:00","0.0","0.0","Capcom","Ubisoft","Capcom","Ubisoft","0.0","0.0","Capcom","Ubisoft","Capcom","Ubisoft","0.0","0.0","Capcom","Ubisoft","Capcom","Ubisoft","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","jpntop_131","vga_games_json3763",,,"Super Mario All-Stars","Breath of Fire IV","Super Mario All-Stars","Breath of Fire IV","0.0","0.0","Super Mario All-Stars","Breath of Fire IV","Super Mario All-Stars","Breath of Fire IV","0.0","0.0","Super Mario All-Stars","Breath of Fire IV","Super Mario All-Stars","Breath of Fire IV","0.09523809523809523","0.09523809523809523","WII","PS","WII","PS","0.0","0.0","PS2","3DS","PS2","3DS","0.0","0.0","PS2","3DS","PS2","3DS","0.0","0.0","2003-04-12T00:00","2014-03-14T00:00","2003-04-12T00:00","2014-03-14T00:00","0.0","0.0","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","Nintendo","0.0","0.0","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","Nintendo","0.0","0.0","Nintendo","Capcom","Sony Computer Entertainment","Nintendo","0.18518518518518523","0.18518518518518523"
"WekaMatchingRule","jpntop_162","vga_games_json1680",,,"Mario & Luigi: Bowser's Inside Story","Jet Li: Rise to Honor","Mario & Luigi: Bowser's Inside Story","Jet Li: Rise to Honor","0.0","0.0","Mario & Luigi: Bowser's Inside Story","Jet Li: Rise to Honor","Mario & Luigi: Bowser's Inside Story","Jet Li: Rise to Honor","0.0","0.0","Mario & Luigi: Bowser's Inside Story","Jet Li: Rise to Honor","Mario & Luigi: Bowser's Inside Story","Jet Li: Rise to Honor","0.2777777777777778","0.2777777777777778","NDS","PS2","NDS","PS2","0.0","0.0","NDS","PS2","NDS","PS2","0.0","0.0","NDS","PS2","NDS","PS2","0.0","0.0","2009-11-02T00:00","2004-02-17T00:00","2009-11-02T00:00","2004-02-17T00:00","0.0","0.0","Nintendo","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","0.0","0.0","Nintendo","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","0.0","0.0","Nintendo","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","0.18518518518518523","0.18518518518518523"
"WekaMatchingRule","jpntop_119","vga_games_json3670",,,"Donkey Kong Country Returns","International Superstar Soccer '98","Donkey Kong Country Returns","International Superstar Soccer '98","0.0","0.0","Donkey Kong Country Returns","International Superstar Soccer '98","Donkey Kong Country Returns","International Superstar Soccer '98","0.0","0.0","Donkey Kong Country Returns","International Superstar Soccer '98","Donkey Kong Country Returns","International Superstar Soccer '98","0.20588235294117652","0.20588235294117652","WII","N64","WII","N64","0.0","0.0","WII","N64","WII","N64","0.0","0.0","WII","N64","WII","N64","0.0","0.0","2010-09-12T00:00","1998-09-15T00:00","2010-09-12T00:00","1998-09-15T00:00","0.0","0.0","Nintendo","Konami","Nintendo","Konami","0.0","0.0","Nintendo","Konami","Nintendo","Konami","0.0","0.0","Nintendo","2K Sports","Nintendo","2K Sports","0.125","0.125"
"WekaMatchingRule","jpntop_176","vga_games_json5113",,,"Pokemon Mystery Dungeon: Red Rescue Team","The Darkness II","Pokemon Mystery Dungeon: Red Rescue Team","The Darkness II","0.0","0.0","Pokemon Mystery Dungeon: Red Rescue Team","The Darkness II","Pokemon Mystery Dungeon: Red Rescue Team","The Darkness II","0.0","0.0","Pokemon Mystery Dungeon: Red Rescue Team","The Darkness II","Pokemon Mystery Dungeon: Red Rescue Team","The Darkness II","0.17500000000000004","0.17500000000000004","GBA","X360","GBA","X360","0.0","0.0","GBA","X360","GBA","X360","0.0","0.0","GBA","X360","GBA","X360","0.0","0.0","2005-11-17T00:00","2012-02-07T00:00","2005-11-17T00:00","2012-02-07T00:00","0.0","0.0","Pokemon Co.","2K Games","Pokemon Co.","2K Games","0.0","0.0","Pokemon Co.","2K Games","Pokemon Co.","2K Games","0.0","0.0","Pokemon Co.","2K Games","Pokemon Co.","2K Games","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","jpntop_153","vga_games_json5930",,,"Dragon Quest Monsters 2: Iru to Ruka no Fushigi na Fushigi na Kagi","Folklore","Dragon Quest Monsters 2: Iru to Ruka no Fushigi na Fushigi na Kagi","Folklore","0.0","0.0","Dragon Quest Monsters 2: Iru to Ruka no Fushigi na Fushigi na Kagi","Folklore","Dragon Quest Monsters 2: Iru to Ruka no Fushigi na Fushigi na Kagi","Folklore","0.0","0.0","Dragon Quest Monsters 2: Iru to Ruka no Fushigi na Fushigi na Kagi","Folklore","Dragon Quest Monsters 2: Iru to Ruka no Fushigi na Fushigi na Kagi","Folklore","0.045454545454545414","0.045454545454545414","3DS","PS3","3DS","PS3","0.0","0.0","3DS","PS3","3DS","PS3","0.3333333333333333","0.3333333333333333","3DS","PS3","3DS","PS3","0.0","0.0","2014-06-02T00:00","2007-10-09T00:00","2014-06-02T00:00","2007-10-09T00:00","0.0","0.0","Square Enix","Sony Computer Entertainment","Square Enix","Sony Computer Entertainment","0.0","0.0","Square Enix","Sony Computer Entertainment","Square Enix","Sony Computer Entertainment","0.0","0.0","Square Enix","Sony Computer Entertainment","Square Enix","Sony Computer Entertainment","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","jpntop_12","vga_games_json1520",,,"Animal Crossing: New Leaf","Star Wars Knights of the Old Republic II: The Sith Lords","Animal Crossing: New Leaf","Star Wars Knights of the Old Republic II: The Sith Lords","0.0","0.0","Animal Crossing: New Leaf","Star Wars Knights of the Old Republic II: The Sith Lords","Animal Crossing: New Leaf","Star Wars Knights of the Old Republic II: The Sith Lords","0.0","0.0","Animal Crossing: New Leaf","Star Wars Knights of the Old Republic II: The Sith Lords","Animal Crossing: New Leaf","Star Wars Knights of the Old Republic II: The Sith Lords","0.1964285714285714","0.1964285714285714","3DS","XB","3DS","XB","0.0","0.0","3DS","XB","3DS","XB","0.0","0.0","3DS","XB","3DS","XB","0.0","0.0","2012-08-11T00:00","2004-12-06T00:00","2012-08-11T00:00","2004-12-06T00:00","0.0","0.0","Nintendo","LucasArts","Nintendo","LucasArts","0.0","0.0","Nintendo","LucasArts","Nintendo","LucasArts","0.0","0.0","Nintendo","LucasArts","Nintendo","LucasArts","0.0","0.0"
"WekaMatchingRule","jpntop_136","vga_games_json3095",,,"Monster Strike","Hannah Montana: The Movie","Monster Strike","Hannah Montana: The Movie","0.0","0.0","Monster Strike","Hannah Montana: The Movie","Monster Strike","Hannah Montana: The Movie","0.0","0.0","Monster Strike","Hannah Montana: The Movie","Monster Strike","Hannah Montana: The Movie","0.24","0.24","3DS","DS","3DS","DS","0.0","0.0","3DS","DS","3DS","DS","0.5","0.5","3DS","DS","3DS","DS","0.6666666666666667","0.6666666666666667","2015-12-17T00:00","2009-04-07T00:00","2015-12-17T00:00","2009-04-07T00:00","0.0","0.0","Mixi","Disney Interactive Studios","Mixi","Disney Interactive Studios","0.0","0.0","Mixi","Disney Interactive Studios","Mixi","Disney Interactive Studios","0.0","0.0","Mixi","Disney Interactive Studios","Mixi","Disney Interactive Studios","0.07692307692307687","0.07692307692307687"
"WekaMatchingRule","jpntop_1000","vga_games_json898",,,"Pro Baseball Spirits 2011","Sonic Mega Collection","Pro Baseball Spirits 2011","Sonic Mega Collection","0.0","0.0","Pro Baseball Spirits 2011","Sonic Mega Collection","Pro Baseball Spirits 2011","Sonic Mega Collection","0.0","0.0","Pro Baseball Spirits 2011","Sonic Mega Collection","Pro Baseball Spirits 2011","Sonic Mega Collection","0.12","0.12","PS3","GC","PS3","GC","0.0","0.0","PS3","GC","PS3","GC","0.0","0.0","PS3","GC","PS3","GC","0.0","0.0","2011-04-14T00:00","2002-11-10T00:00","2011-04-14T00:00","2002-11-10T00:00","0.0","0.0","Konami","Sega","Konami","Sega","0.0","0.0","Konami","Sega","Konami","Sega","0.0","0.0","Konami","Sega","Konami","Sega","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","jpntop_18","vga_games_json2618",,,"Tomodachi Collection","Street Fighter X Tekken","Tomodachi Collection","Street Fighter X Tekken","0.0","0.0","Tomodachi Collection","Street Fighter X Tekken","Tomodachi Collection","Street Fighter X Tekken","0.0","0.0","Tomodachi Collection","Street Fighter X Tekken","Tomodachi Collection","Street Fighter X Tekken","0.13043478260869568","0.13043478260869568","NDS","PS3","NDS","PS3","0.0","0.0","NDS","PS3","NDS","PS3","0.0","0.0","NDS","PS3","NDS","PS3","0.0","0.0","2009-06-18T00:00","2012-03-06T00:00","2009-06-18T00:00","2012-03-06T00:00","0.0","0.0","Nintendo","Capcom","Nintendo","Capcom","0.0","0.0","Nintendo","Capcom","Nintendo","Capcom","0.0","0.0","Nintendo","Capcom","Nintendo","Capcom","0.0","0.0"
"WekaMatchingRule","jpntop_157","vga_games_json19","0.9833686895964753",,"The Legend of Zelda: Skyward Sword","The Legend of Zelda: Skyward Sword","The Legend of Zelda: Skyward Sword","The Legend of Zelda: Skyward Sword","1.0","1.0","The Legend of Zelda: Skyward Sword","The Legend of Zelda: Skyward Sword","The Legend of Zelda: Skyward Sword","The Legend of Zelda: Skyward Sword","1.0","1.0","The Legend of Zelda: Skyward Sword","The Legend of Zelda: Skyward Sword","The Legend of Zelda: Skyward Sword","The Legend of Zelda: Skyward Sword","1.0","1.0","WII","Wii","WII","Wii","0.0","0.0","PS3","PS3","PS3","PS3","1.0","1.0","WII","Wii","WII","Wii","1.0","1.0","2013-10-10T00:00","2013-09-17T00:00","2013-10-10T00:00","2013-09-17T00:00","1.0","1.0","Take-Two Interactive Japan","Rockstar Games","Take-Two Interactive Japan","Rockstar Games","0.0","0.0","Take-Two Interactive Japan","Rockstar Games","Take-Two Interactive Japan","Rockstar Games","0.0","0.0","Take-Two Interactive Japan","Rockstar Games","Take-Two Interactive Japan","Rockstar Games","0.1923076923076923","0.1923076923076923"
"WekaMatchingRule","jpntop_196","vga_games_json4175",,,"Onimusha 3: Demon Siege","Rooms: The Main Building","Onimusha 3: Demon Siege","Rooms: The Main Building","0.0","0.0","Onimusha 3: Demon Siege","Rooms: The Main Building","Onimusha 3: Demon Siege","Rooms: The Main Building","0.0","0.0","Onimusha 3: Demon Siege","Rooms: The Main Building","Onimusha 3: Demon Siege","Rooms: The Main Building","0.16666666666666663","0.16666666666666663","NDS","XOne","NDS","XOne","0.0","0.0","NDS","XOne","NDS","XOne","0.0","0.0","NDS","XOne","NDS","XOne","0.0","0.0","2006-05-25T00:00","2014-11-11T00:00","2006-05-25T00:00","2014-11-11T00:00","0.0","0.0","Nintendo","Warner Bros. Interactive Entertainment","Nintendo","Warner Bros. Interactive Entertainment","0.0","0.0","Nintendo","Warner Bros. Interactive Entertainment","Nintendo","Warner Bros. Interactive Entertainment","0.0","0.0","Nintendo","Warner Bros. Interactive Entertainment","Nintendo","Warner Bros. Interactive Entertainment","0.1578947368421053","0.1578947368421053"
"WekaMatchingRule","jpntop_1","vga_games_json8590",,,"Pokemon Gold / Silver","Lego Star Wars: The Force Awakens","Pokemon Gold / Silver","Lego Star Wars: The Force Awakens","0.0","0.0","Pokemon Gold / Silver","Lego Star Wars: The Force Awakens","Pokemon Gold / Silver","Lego Star Wars: The Force Awakens","0.0","0.0","Pokemon Gold / Silver","Lego Star Wars: The Force Awakens","Pokemon Gold / Silver","Lego Star Wars: The Force Awakens","0.1515151515151515","0.1515151515151515","3DS","Wii","3DS","Wii","0.0","0.0","GMB","PSV","GMB","PSV","0.0","0.0","3DS","3DS","3DS","3DS","1.0","1.0","1999-11-21T00:00","2016-06-28T00:00","1999-11-21T00:00","2016-06-28T00:00","0.0","0.0","Nintendo","Warner Bros. Interactive Entertainment","Nintendo","Warner Bros. Interactive Entertainment","0.0","0.0","Nintendo","Warner Bros. Interactive Entertainment","Nintendo","Warner Bros. Interactive Entertainment","0.0","0.0","Nintendo","Warner Bros. Interactive Entertainment","Nintendo","Warner Bros. Interactive Entertainment","0.1578947368421053","0.1578947368421053"
"WekaMatchingRule","jpntop_105","vga_games_json2020",,,"Mario Tennis","Namco Museum Battle Collection","Mario Tennis","Namco Museum Battle Collection","0.0","0.0","Mario Tennis","Namco Museum Battle Collection","Mario Tennis","Namco Museum Battle Collection","0.0","0.0","Mario Tennis","Namco Museum Battle Collection","Mario Tennis","Namco Museum Battle Collection","0.19999999999999996","0.19999999999999996","N64","PSP","N64","PSP","0.0","0.0","N64","PSP","N64","PSP","0.0","0.0","N64","PSP","N64","PSP","0.0","0.0","2000-07-21T00:00","2005-08-23T00:00","2000-07-21T00:00","2005-08-23T00:00","0.0","0.0","Nintendo","Namco","Nintendo","Namco","0.0","0.0","Nintendo","Namco","Nintendo","Namco","0.0","0.0","Nintendo","Namco","Nintendo","Namco","0.25","0.25"
"WekaMatchingRule","jpntop_137","vga_games_json31",,,"World Soccer Winning Eleven 9","Pokémon Sun/Moon","World Soccer Winning Eleven 9","Pokémon Sun/Moon","0.0","0.0","World Soccer Winning Eleven 9","Pokémon Sun/Moon","World Soccer Winning Eleven 9","Pokémon Sun/Moon","0.0","0.0","World Soccer Winning Eleven 9","Pokémon Sun/Moon","World Soccer Winning Eleven 9","Pokémon Sun/Moon","0.1724137931034483","0.1724137931034483","PS2","3DS","PS2","3DS","0.0","0.0","PS2","3DS","PS2","3DS","0.0","0.0","PS2","3DS","PS2","3DS","0.0","0.0","2005-04-08T00:00","2016-11-18T00:00","2005-04-08T00:00","2016-11-18T00:00","0.0","0.0","Konami","Nintendo","Konami","Nintendo","0.0","0.0","Konami","Nintendo","Konami","Nintendo","0.0","0.0","Konami","Nintendo","Konami","Nintendo","0.125","0.125"
"WekaMatchingRule","jpntop_210","vga_games_json7771",,,"Pokemon Colosseum","NOëL: NOT DiGITAL","Pokemon Colosseum","NOëL: NOT DiGITAL","0.0","0.0","Pokemon Colosseum","NOëL: NOT DiGITAL","Pokemon Colosseum","NOëL: NOT DiGITAL","0.0","0.0","Pokemon Colosseum","NOëL: NOT DiGITAL","Pokemon Colosseum","NOëL: NOT DiGITAL","0.11764705882352944","0.11764705882352944","GCN","PS","GCN","PS","0.0","0.0","GCN","PS","GCN","PS","0.0","0.0","GCN","PS","GCN","PS","0.0","0.0","2003-11-21T00:00","1996-07-26T00:00","2003-11-21T00:00","1996-07-26T00:00","0.0","0.0","Pokemon Co.","Pioneer LDC","Pokemon Co.","Pioneer LDC","0.0","0.0","Pokemon Co.","Pioneer LDC","Pokemon Co.","Pioneer LDC","0.0","0.0","Pokemon Co.","Pioneer LDC","Pokemon Co.","Pioneer LDC","0.2727272727272727","0.2727272727272727"
